id,x,y,month,year,season
4569,3541,jan,2022,s
5130,1653,jan,2022,s
3644,2470,jan,2022,s
3958,2359,jan,2022,s
3222,3297,jan,2022,s
5233,3278,jan,2022,s
4443,3165,jan,2022,s
5140,3636,jan,2022,s
341,103,jan,2022,s
4747,3122,jan,2022,s
3771,2689,jan,2022,s
4201,1176,jan,2022,s
4555,3887,jan,2022,s
4960,3489,jan,2022,s
3978,2728,jan,2022,s
3409,3291,jan,2022,s
4053,3010,jan,2022,s
4102,3408,jan,2022,s
4567,3443,jan,2022,s
4306,2856,jan,2022,s
4432,3520,jan,2022,s
4976,2320,jan,2022,s
3651,3372,jan,2022,s
3439,2561,jan,2022,s
4187,3394,jan,2022,s
4772,3542,jan,2022,s
2230,973,jan,2022,s
131,2323,jan,2022,s
4181,2488,jan,2022,s
4856,2760,jan,2022,s
4292,3414,jan,2022,s
4471,2604,jan,2022,s
4111,7,jan,2022,s
4279,2341,jan,2022,s
4478,2266,jan,2022,s
3401,2864,jan,2022,s
2762,1586,jan,2022,s
2506,3069,jan,2022,s
3571,731,jan,2022,s
4884,2874,jan,2022,s
4268,1737,jan,2022,s
3751,2503,jan,2022,s
2953,1791,jan,2022,s
4012,3559,jan,2022,s
4874,987,jan,2022,s
4303,2188,jan,2022,s
3425,3125,jan,2022,s
629,254,jan,2022,s
713,524,jan,2022,s
4542,3236,jan,2022,s
3382,2386,jan,2022,s
2818,2429,jan,2022,s
3386,2741,jan,2022,s
3666,3271,jan,2022,s
3863,3293,jan,2022,s
4885,3021,jan,2022,s
4360,1625,jan,2022,s
4579,2572,jan,2022,s
2761,3147,jan,2022,s
3745,2500,jan,2022,s
4378,12,jan,2022,s
44,3305,jan,2022,s
4294,3379,jan,2022,s
4682,3505,jan,2022,s
4552,3322,jan,2022,s
4697,1275,jan,2022,s
4519,3367,jan,2022,s
3798,2386,jan,2022,s
3337,2953,jan,2022,s
1681,1216,jan,2022,s
4156,3228,jan,2022,s
4862,2702,jan,2022,s
3615,1668,jan,2022,s
4070,2477,jan,2022,s
3459,2137,jan,2022,s
4040,2448,jan,2022,s
2669,2048,jan,2022,s
4964,2770,jan,2022,s
3423,2465,jan,2022,s
3546,1538,jan,2022,s
3447,2573,jan,2022,s
2938,2425,jan,2022,s
4398,2759,jan,2022,s
3292,3105,jan,2022,s
3605,2143,jan,2022,s
3645,2865,jan,2022,s
3887,1500,jan,2022,s
4258,3180,jan,2022,s
4483,2096,jan,2022,s
4584,3108,jan,2022,s
4698,1442,jan,2022,s
4790,2845,jan,2022,s
4183,3604,jan,2022,s
3409,2431,jan,2022,s
4686,2562,jan,2022,s
2441,760,jan,2022,s
3941,2343,jan,2022,s
3870,2027,jan,2022,s
4074,2027,jan,2022,s
3013,2257,jan,2022,s
4092,3190,jan,2022,s
4575,1820,jan,2022,s
2300,1718,jan,2022,s
3352,3175,jan,2022,s
4142,2094,jan,2022,s
4136,2439,jan,2022,s
4561,2793,jan,2022,s
3521,2620,jan,2022,s
3707,1583,jan,2022,s
4621,2948,jan,2022,s
4521,3759,jan,2022,s
4357,3497,jan,2022,s
4523,3467,jan,2022,s
4481,2689,jan,2022,s
4978,1564,jan,2022,s
3421,2960,jan,2022,s
2835,2266,jan,2022,s
3944,2063,jan,2022,s
3131,950,jan,2022,s
1313,2122,jan,2022,s
4537,1498,jan,2022,s
2356,2602,jan,2022,s
1468,861,jan,2022,s
4409,1893,jan,2022,s
4515,2001,jan,2022,s
4905,2736,jan,2022,s
3836,2462,jan,2022,s
4349,3230,jan,2022,s
4383,1820,jan,2022,s
3493,2345,jan,2022,s
4046,3501,jan,2022,s
4249,2306,jan,2022,s
2236,2378,jan,2022,s
3664,2199,jan,2022,s
4020,2251,jan,2022,s
4785,1279,jan,2022,s
3787,2127,jan,2022,s
4184,2989,jan,2022,s
4813,3280,jan,2022,s
4848,1559,jan,2022,s
2838,2781,jan,2022,s
4121,1759,jan,2022,s
4269,1510,jan,2022,s
1782,849,jan,2022,s
3947,1635,jan,2022,s
4677,2335,jan,2022,s
4800,1388,jan,2022,s
4630,1747,jan,2022,s
3527,1140,jan,2022,s
4005,1805,jan,2022,s
3815,1909,jan,2022,s
4091,2338,jan,2022,s
4904,2334,jan,2022,s
2358,2526,jan,2022,s
1135,823,jan,2022,s
3921,951,jan,2022,s
3686,3194,jan,2022,s
3917,111,jan,2022,s
2735,1032,jan,2022,s
3450,1745,jan,2022,s
2998,1734,jan,2022,s
4363,2158,jan,2022,s
4101,3069,jan,2022,s
4606,1473,jan,2022,s
4522,2649,jan,2022,s
4337,1948,jan,2022,s
4720,2590,jan,2022,s
1186,135,jan,2022,s
1423,1878,jan,2022,s
3307,3369,jan,2022,s
3997,3281,jan,2022,s
3843,2143,jan,2022,s
3834,1605,jan,2022,s
3509,2481,jan,2022,s
1478,1227,jan,2022,s
3843,1839,jan,2022,s
2548,3018,jan,2022,s
4797,2876,jan,2022,s
4435,2222,jan,2022,s
4547,2134,jan,2022,s
4602,2790,jan,2022,s
4854,1996,jan,2022,s
4231,3228,jan,2022,s
4323,3477,jan,2022,s
4199,2117,jan,2022,s
4532,1337,jan,2022,s
3007,2791,jan,2022,s
2896,1383,jan,2022,s
4110,3306,jan,2022,s
4668,3330,jan,2022,s
4377,2878,jan,2022,s
2912,2988,jan,2022,s
3657,1710,jan,2022,s
4411,2769,jan,2022,s
3722,3680,jan,2022,s
4879,2274,jan,2022,s
