Id,color1,color2,color3,color4,color5
398,[220.00151009 219.02850657 218.02050797],[216.10241207  18.69276378  97.06030185],[202.22764266 157.29670173 143.41925658],[48.98061304 55.34658647 73.65252999],[155.89666805 121.36438837 123.05952216],
399,[110.29824561  86.81358367  78.48676516],[195.43021558 175.03555785 154.09752641],[222.10808627 218.83153034 214.90274022],[186.65320279 139.75145981  96.70579971],[32.7896801  35.45994618 45.14180194],
400,[200.74339299 149.86871635 118.35810669],[120.4972354   65.90145413  58.57383865],[226.59891993 214.49310778 206.55835573],[184.10300655  77.13210564  54.26059147],[50.9501371  40.44973088 46.94396771],
401,[159.55045327 116.92851322  83.11013291],[151.17987859 192.03582506 215.77330734],[218.61455142 208.54701592 195.33877789],[100.99327245  75.72295036  61.40724345],[218.48021134 179.13086444  45.43975344],
402,[212.87119573 169.78658866 171.25781144],[151.04017898  99.42902923  79.95706987],[220.29100856 214.28420609 210.3705387 ],[53.22206452 45.63587097 49.32045161],[187.71275641 126.97713931 105.55418192],
403,[218.67489746 214.86167904 204.30812523],[69.94908029 55.22380228 54.7620666 ],[186.40233582 123.81102814  94.51319165],[187.44507886 185.78693636 173.80651562],[249.34208368 249.40032814  28.93823977],
404,[43.14708704 42.22806672 49.9114673 ],[187.14225236 158.62374494 154.98040611],[ 99.25141206 103.29440869 120.40969394],[225.32089892 225.2507297  225.61534309],[172.93980684  53.91810604  63.261171  ],
405,[224.25163058 217.14316462 202.22671537],[129.02331403 106.20614509  87.78349858],[226.24794936 205.63153136 135.18041293],[55.6174003  41.63519779 48.01234464],[192.45031788 162.36705291 104.52489233],
406,[167.58637132 128.50761147  99.12628207],[124.60791613  95.7216089   76.86161746],[56.18837475 45.88823601 49.7158975 ],[226.26560122 222.88850837 219.05289193],[225.17222393 169.32216241 129.11504153],
407,[50.17000782 47.09642153 49.24145608],[229.81114885 198.08914003 100.74156376],[104.85766481  76.98729913  71.92365241],[165.40525723 125.40339023  90.69476055],[221.31441762 214.75627585 192.83836684],
408,[88.97625925 68.28443762 60.25686044],[231.94705679 228.73338472 225.5053122 ],[219.1095921  203.6215055  158.72049551],[160.8641556  119.66138885  77.83613204],[227.64255077 166.95974671 103.47816851],
409,[221.04150864 220.18516646 217.95871611],[ 77.06399048 172.03213256 211.03899849],[196.50941066  37.49515435 111.09343312],[200.4273671  156.3557636  141.88862883],[70.36396453 54.33248892 70.76738442],
410,[202.15445225 143.91233564 108.75542536],[226.38544256 212.73212887 196.06062051],[115.68440636 109.87872705 110.51725826],[47.65714097 45.28041278 50.21247602],[136.98710565 179.8305625  202.39668224],
411,[209.91034709 150.07632023 111.86364022],[179.1501472  111.65418807  86.08835075],[242.64796811 237.0030454  226.27773486],[81.42895137 79.45478723 83.99050152],[223.52700939 185.78588205 160.98108038],
412,[179.20294343 103.71272449  66.72183163],[212.09727159 141.49035647  90.53758102],[252.23766858  76.38979534 103.30717721],[227.56287681 209.69995308 190.97670348],[73.14862728 52.47098845 52.71807772],
413,[152.47358009 111.47852585  94.69457562],[225.97499383 224.5857825  223.76111386],[62.62756687 53.79954702 55.24037964],[223.51597098  31.56420209  42.20240519],[212.19138536 169.65405731 144.84357525],
414,[212.77834795 153.15885225 126.96329026],[132.31317487  79.09002775  66.18727643],[215.52894847  20.70490155  38.81097612],[65.42709172 46.14418109 47.11968629],[224.05764361 220.82055714 218.29979499],
415,[225.04141117 176.20322458 105.29724389],[232.54596368 224.61389922 214.66602494],[73.81523335 57.69284301 57.4451893 ],[211.26510029 115.65012959  57.64367816],[ 70.41742127 139.68475038 176.56206427],
416,[198.6255666  145.2480059  147.16659053],[210.07705479  15.5192637   36.77011986],[58.87568434 52.92338961 55.34627468],[219.27994392 210.74510815 207.84799687],[114.25809374  87.01978735  84.6498355 ],
417,[196.64649821 171.33618956 148.59641952],[228.1327599  217.65391186 203.95530457],[197.81326503 135.85006985  94.65861163],[198.50861779  65.64638457  81.10477681],[60.30513365 52.19508676 56.47096541],
418,[194.78989368 196.31864317 201.6981123 ],[ 55.51506617 122.28460499 171.65029546],[61.46174463 58.08460667 64.4167887 ],[177.93487636 141.9973127  134.6054006 ],[ 43.15389532  73.64019869 130.5541656 ],
419,[82.83561644 75.78082192 88.04109589],[224.76529161 224.61450925 223.63726885],[59.39330544 54.46304045 63.38772664],[48.15014793 44.30769231 51.21523669],[141.87804878 137.12195122 135.62195122],
420,[140.76629419  98.80233041 111.83176172],[220.87737548 211.62205633 202.91358241],[186.59459245 144.97263519 125.15197827],[201.64367038  30.40820974 145.92417995],[49.46047973 48.79297544 58.34705882],
421,[ 68.62008284  80.42699042 131.90298262],[117.16407933 122.24838446 159.67020723],[246.00730571 247.29561505 246.66088551],[167.86779101 174.23481543 195.96202382],[ 45.23686712  54.80491432 106.86222363],
422,[252.09827526  83.47169811  51.45838639],[183.57576286 156.66253514 130.0331719 ],[138.19068005 111.08688329 100.42413503],[59.36810383 53.28609767 50.77897052],[214.08733413 211.45900013 202.34584074],
423,[219.52255717 181.0786492  172.33602645],[121.1179517   63.00889     60.18774233],[183.35040207 130.72735927 112.12033867],[ 16.58920393 151.05158124 218.80163577],[247.43983851 247.62798686 247.98155194],
424,[154.41098901 177.32747253 182.84615385],[218.59013453 232.56860987 234.29686099],[196.38926174 180.9295302  174.43959732],[190.81256891 208.83351709 212.02094818],[141.72888889 137.33777778 137.6       ],
425,[205.06395123 156.21390582 161.24062784],[163.66366309 124.45122083  99.67234987],[219.81795226 218.45704323 216.20149702],[65.347937   56.80755198 52.57117432],[161.79840019 186.90999589 127.40321918],
426,[196.85595795 159.08618128 154.35743275],[211.28580542 215.29924242 215.20287081],[50.20431819 66.0914947  74.0857084 ],[103.34508391 116.08345484 123.43199817],[ 79.3526949  175.53170043 192.68735421],
427,[141.40223876  55.12667745  63.55987059],[69.334393   46.59875041 45.23368017],[246.28754383  82.56395792  56.99115719],[169.82738649 115.42434585 102.94919847],[202.06942234 184.84210526 174.50161746],
428,[201.8790952  212.40420582 203.81431767],[186.68296248 134.45108549 101.30718423],[149.23462161 153.37764738 146.58937003],[179.95020258 186.94702026 178.4133628 ],[122.44568233  85.53263329  65.5638366 ],
429,[223.0323253  225.15946642 221.3022965 ],[159.98908756 171.83126697 180.1855884 ],[48.1201794  49.57861509 55.78512255],[113.21277095 128.92209876 147.8299554 ],[125.7605594   95.55389364  83.503663  ],
430,[213.64445859 110.68579766  64.13502043],[225.02682384 220.6230427  220.10965302],[123.83579869 109.55843896 100.70266945],[48.35990643 45.03279532 48.33333333],[179.91396254 170.9844386  141.1290562 ],
431,[60.77531583 62.4750901  45.77258326],[187.79318437 186.07001418 189.90514839],[ 69.10059466 115.68950157 160.16691534],[247.34213638  97.71769807  42.1618447 ],[133.72172158 118.63419286  86.78724543],
432,[214.13455633 213.60216062 215.52482674],[182.33896828 147.21689566 143.73406427],[46.79259193 44.36473973 51.72763643],[ 56.17724276 138.53233319 180.46018591],[ 40.25259936  94.76488013 141.64372033],
433,[151.02639055 164.77872098 193.09663985],[125.37839753  80.68367517  73.54102051],[ 79.86063034 112.62136752 153.76848291],[219.39149546 190.84879758 176.43194776],[207.29080159 147.6896459  109.50792851],
434,[249.81058077 123.96712283  69.55715955],[143.10452355 119.66827754  73.79139819],[203.98340011 195.37385995 184.66956688],[69.63884352 66.60284705 53.92229089],[179.56150878 152.29091416 110.44670706],
435,[167.31597386 115.71484806 104.50094473],[118.50110312 220.07079137   8.61544365],[201.40206342 149.22558393 143.97455525],[47.70280519 50.27633141 85.86973787],[186.19086207 205.07226293 216.72609914],
436,[138.74833913 154.92881999  82.92423284],[177.71107082 176.92521635 171.81766696],[69.45910781 73.88522305 64.72885688],[193.38251001 159.26860304 113.28391597],[201.80986052 198.93946836 195.23682617],
437,[189.28406691 160.79446685 137.50329384],[133.91483128 103.65531346  76.51976323],[213.50376602 203.19658195 189.14134696],[186.1165538  127.94251256  92.22205524],[66.56004599 63.57893073 64.0948261 ],
438,[178.68294863 152.57009915 142.52560143],[117.55735125  92.83205036  88.06115766],[215.96757355 210.24494581 206.61274054],[41.7594685  44.69576116 57.95103174],[151.0928843   49.68813533  43.80841158],
439,[61.32137323 47.83054639 53.16932863],[119.80814165  66.42341154  66.62259317],[177.04399953 149.6550954  115.98530737],[224.26923531 220.03166519 221.75401535],[233.18561919  61.55685758  39.1098322 ],
440,[201.27138613 197.63299098 197.72945907],[ 94.38337054 143.95123166 186.29229114],[184.47969395 150.2497187  138.42074863],[67.4010537  60.27493299 63.85123394],[239.61216568 108.05617882  46.85193875],
441,[200.50846528 156.88384466 165.98639705],[ 98.85613884 170.79525244 196.856856  ],[145.43102072 131.24789784 129.60563521],[66.15499857 58.72663557 98.53518668],[212.90830216 211.37842872 218.24674043],
442,[ 45.88273267 118.22413221 133.1512044 ],[186.11377323 154.49284575 138.07226311],[203.33418319  93.25788769  73.02508127],[207.85600264 208.12635548 207.65946496],[119.17843855 163.60588767 179.5943406 ],
443,[199.76566115 154.12181849 156.07104293],[108.19611109 104.14816961  82.34250643],[210.82315801 207.90362519 197.42832088],[167.68245406 138.92791938 116.66295199],[64.13525658 62.7293358  60.2206321 ],
444,[ 98.23859133 193.62993998 221.18582267],[219.52838784 217.54328701 216.70778393],[173.10517863 141.38138697 124.89762834],[125.83288379  91.16327926  79.6722638 ],[175.88010534 182.69559925 177.80836773],
445,[173.16980191 196.57952542 209.69869178],[137.37740184  55.43781328  54.95418233],[162.4901371  105.1405163   80.74267894],[213.5068818  156.42537011 147.17178464],[56.02895673 39.6756696  43.92212025],
446,[206.65538484 163.52570002 145.09747159],[218.14654675 214.93662324 216.92493947],[58.3420833  54.33626588 89.49057054],[113.10056096 134.59990841 161.07665713],[176.70998743  95.54760194  82.05891863],
447,[ 77.36961211 155.90789703 176.32532614],[138.92214247  76.46673218  70.28682104],[190.71511427 191.054236   192.39929573],[86.43169678 52.80037362 52.63021396],[126.27039438 214.79126148   9.79328741],
448,[215.79900285  14.0648623   74.13475783],[115.97673828 103.62491602 101.88151156],[212.87920905 210.42585415 209.39962477],[167.83992263 144.12221792 137.1956931 ],[70.30427079 63.39779933 67.12445605],
449,[135.68715817 134.06356499 132.23838693],[56.80911063 58.75749306 60.02808294],[145.38433653 174.29650172 190.94783968],[210.17243762  17.78295585  43.26763916],[217.16113474 216.77584135 209.19008876],
450,[172.94755072 145.88479035 126.37287513],[204.93426493 202.07214633 205.213953  ],[27.79614076 31.56466492 32.02667244],[130.48449098 110.89798031  84.30916478],[74.52544474 74.70978437 59.86512129],
451,[205.56485871 214.60718888 218.59036727],[106.34532204 111.34887133 114.28014134],[217.74503693  15.0590374   54.18686519],[170.69040533 151.27379323 142.52115945],[59.3831807  59.03425771 64.20861602],
452,[205.35797785 200.72532189 206.44824888],[181.12121862 121.33965734  91.29962914],[150.89141569  31.8207237   43.42046419],[44.5151021  40.23446437 46.00274348],[178.02023938 153.63232483 149.90462139],
453,[121.59684526 110.48017272  99.03652626],[180.43324129 181.95872826 173.77393835],[71.78356472 54.63861343 39.67638182],[22.91076361 24.04556822 22.76004048],[106.76357236  83.1230585   62.07715198],
454,[239.05829016 245.09974093 245.42746114],[209.94039735 219.25827815 222.13907285],[ 92.35820896 136.94776119 164.36567164],[113.71232877 155.49315068 180.69863014],[ 69.11428571 120.87142857 151.84285714],
455,[201.10627441 167.60889055 133.2965392 ],[208.00091339 237.48201706 242.70076056],[ 68.90240625  27.18370588 155.19763039],[171.82182187 118.70448275  70.2528592 ],[45.23296657 61.19308083 59.63182395],
456,[212.22640858 209.64983642 218.35185387],[40.09692081 38.71418386 38.41789582],[142.2710406  113.28703062  95.1984204 ],[174.09370586 158.62007026 161.19568681],[182.37261849  75.13367974  41.00173201],
457,[124.38192874 110.91701879  78.36496453],[63.60411758 68.79095846 61.08934444],[139.98252674 143.39684157 142.47791645],[198.08773697 200.90319905 201.07725118],[ 81.83747956 102.40621438 129.84129541],
458,[84.46084719 69.82867401 52.17487496],[29.38866968 31.9596473  34.90906699],[206.193144   214.04027069 211.95185267],[168.57503401 153.93285169 137.66893433],[141.0755979   94.76500014  67.86718377],
459,[208.37419033 209.53745225 212.82710513],[30.43404724 28.75031515 33.15647745],[79.03337384 49.20338898 43.37660003],[117.21309944  87.08573801  70.0219016 ],[152.45948478 130.68727557 120.57017955],
460,[22.66525314 21.87534978 17.89032165],[135.95750198 121.73028918 113.54276171],[68.0963111  49.94772143 28.89247979],[154.5111551  165.22488185 178.84562389],[110.54094189  57.66285382  34.03170306],
461,[142.17027901 124.80098192 102.6010857 ],[177.35898932 178.5204823  173.05071807],[50.84710787 41.59937467 40.38647733],[ 93.83758632  90.72510986 122.69513497],[112.10960999  81.00883918  53.90802648],
462,[167.97099783 165.18197856 159.7277806 ],[103.52737686  54.47171058  40.89539104],[135.58764912  97.8245213   66.54933333],[118.59445481 129.94860716 137.96494157],[42.31752954 34.34250252 25.72909911],
463,[58.87530264 30.87100351 19.87985066],[103.32485088  73.62603425  52.61160285],[132.35899585 116.72935588 102.50505333],[78.48146799 44.2098136  29.9017426 ],[117.94373598  56.61558124  29.67335056],
464,[183.6892779  184.24596554 179.21608315],[75.39435444 54.83326228 37.30162368],[33.65807768 28.58592389 22.3875559 ],[148.81262674 127.84212819 105.24496417],[112.43332646  81.31578405  62.22077554],
465,[35.3436959  32.78601654 34.14937969],[137.51218447 113.40270281  82.54564217],[163.92462905 138.27185521 136.8157074 ],[106.55154778  66.49620932  44.84604995],[188.56792573 183.72157008 185.39268777],
466,[110.84395681 104.8014629   95.68477882],[77.04597701 68.89715668 59.75136116],[97.32737386 87.06038935 75.121176  ],[37.00501187 22.07227644 16.90635716],[122.98030822 122.38784247 121.69349315],
467,[197.59391634 178.76574719 172.98628179],[208.5638564   11.09309715  32.80954635],[ 41.95067056  71.62076749 140.94044616],[52.28215366 43.59887076 51.57254266],[157.89608157 118.29984016 100.93894701],
468,[191.00846915 180.71330629 171.11693118],[117.84712778  91.76141784  76.28250279],[184.41611862 141.96376898 109.74205429],[234.12789525 235.87470114 235.68675284],[41.64531418 37.17549616 36.96888276],
469,[41.61438487 40.88847999 39.44242325],[156.53852099 161.30795195 179.61247173],[219.24809147 222.89257965 228.3247379 ],[141.44159685 130.52098735 122.43942008],[117.41597101  89.04827542  70.97136478],
470,[75.92056966 57.59188416 52.80023239],[146.12413913 113.36098665  96.19304023],[251.36158798 103.65646737  66.88807903],[191.78170512 161.03778705 139.07545137],[207.89047608 202.41782211 201.48598327],
471,[49.36590321 39.79553535 43.02716037],[186.80789954 152.54087812 143.18557688],[143.88460941  96.60860879  80.07565432],[205.01111325 194.28828601 195.21984379],[201.21009919  12.002104    34.8783689 ],
472,[188.28386519 137.10771984  98.336231  ],[155.90580792  73.23503635  40.78263259],[220.86375699 223.47278009 225.77592885],[115.08210442 132.52896671 160.95545773],[66.19012962 70.80482363 58.13142796],
473,[211.37454436 201.86257575 195.63395324],[89.38194697 55.84513864 53.29700932],[210.22349567 129.11482381  94.2948155 ],[221.3663131  162.0656649  129.73535651],[167.21362019  93.81027312  71.2328548 ],
474,[53.17045193 45.70703686 54.66831552],[194.29402876 149.77599234 133.7488068 ],[209.06323127  11.0124471   35.05059746],[154.11785935  99.23222402  82.4715059 ],[189.66435311 204.20959041 215.35794486],
